RecordID,Timestamp,Hostname,EventID,Provider,Level,Account,SourceIP,Process,CommandLine,FilePath,SHA256,Message,Mitre_Tactic,Mitre_Technique,Mitre_Technique_ID,Notes
413,2025-07-17 11:13:05,WIN-HOST-068,1,Service Control Manager,Information,svc_backup,203.123.11.58,C:\Windows\System32\rundll32.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg6 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\a910fd0a.tmp,a4d1b4397199c197da299262484af6cae9fee4c6c253a7adaa294de1e1b625b1,Attempt to read LSASS memory process or dump credentials detected.,Credential Access,Credential Dumping,T1003,Possible Mimikatz-like activity: access to lsass.exe memory.
414,2025-07-26 23:53:19,WIN-HOST-063,4672,Microsoft-Windows-Security-Auditing,Information,john.doe,82.84.170.211,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg2 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\3f6dd47a.tmp,d69370049eed08b555e008c3bfcd47058c575a1bbb7c7c6450fad4469fee9e7b,Special privileges assigned to new logon.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
415,2025-08-17 21:40:07,WIN-HOST-077,4624,Microsoft-Windows-Security-Auditing,Information,svc_backup,199.78.72.255,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg4 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\9ece866d.tmp,2653ec828a553063665cebd77a4f5f35c5098f7235c306ddf163e638e7790b2a,An account was successfully logged on.,Initial Access,Phishing: Spearphishing Attachment,T1566.001,
416,2025-08-14 03:49:41,WIN-HOST-075,4663,Microsoft-Windows-Security-Auditing,Information,svc_backup,25.162.103.111,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg2 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\2b83be4f.tmp,f5d204ec179dcc987cd0634ff3200c5a006fef2bed08342c039d6249d710e695,File encryption/ransomware activity observed (file renames & extensions).,Impact,Ransomware,T1486,Mass file modifications and suspicious file extensions.
417,2025-06-30 14:37:29,WIN-HOST-008,7045,Microsoft-Windows-Security-Auditing,Information,svc_backup,216.96.101.162,C:\Windows\System32\sc.exe,"""C:\Windows\System32\taskhostw.exe"" -arg2 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\db5229d9.tmp,c6ab474ea8dc4603321589b65935440de230d037f35ff7cac9320cadf9fabc60,Service installation detected.,Persistence,Create or Modify System Process,T1543,Service created - could be persistence.
418,2025-08-17 23:42:12,WIN-HOST-046,4688,Microsoft-Windows-Security-Auditing,Information,krbtgt,242.200.71.67,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg4 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\98f1ea82.tmp,4682d21d34e4acd3d673188fe24fa3513598a11cfc02ca0a75fa440c5514cb78,Registry query or modification.,Discovery,Query Registry,T1012,Possible discovery of startup keys or persistence mechanisms.
419,2025-08-31 19:37:49,WIN-HOST-063,1102,Microsoft-Windows-Eventlog,Warning,SYSTEM,14.97.6.95,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg2 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\b388bbcb.tmp,026d985c828d69b08a8c7be339acde1aa4812b1c43b333e4e6824a6b3b39adee,The audit log was cleared.,Exfiltration,Exfiltration Over C2 Channel,T1041,
420,2025-07-28 17:59:35,WIN-HOST-062,4624,Microsoft-Windows-Security-Auditing,Information,SYSTEM,33.103.195.94,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg2 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\a19364a0.tmp,6fa685da9addec2b883cd5a64d3f9e435da22692cb99ebff0e990d95bd04efd0,An account was successfully logged on.,Impact,Service Stop,T1489,
421,2025-07-01 22:55:21,WIN-HOST-042,8,Microsoft-Windows-Sysmon,Information,SYSTEM,18.145.110.96,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg6 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\53131640.tmp,a9c39c349cca56b8a267e898b5e15496d38c537eae58fde5cdaa5c1f6418f3a8,CreateRemoteThread detected.,Impact,Service Stop,T1489,
422,2025-07-22 23:11:21,WIN-HOST-013,7045,Microsoft-Windows-Security-Auditing,Information,john.doe,82.150.31.179,C:\Windows\System32\sc.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg6 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\36934cf6.tmp,3c73bae19ad0efdbcb662a24cbceca734afadcf8782d631beace73251f847a86,Service installation detected.,Persistence,Create or Modify System Process,T1543,Service created - could be persistence.
423,2025-07-02 23:34:49,WIN-HOST-063,5145,Microsoft-Windows-Security-Auditing,Information,IIS_APPPOOL\DefaultAppPool,201.120.75.82,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg6 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\db36bded.tmp,b6d2467db0dc0f0d9ab998d98fc106f92a28829d72cdbf0b2ef80c7e9bb4c792,A network share object was checked to see whether client can be granted desired access.,Persistence,Service Registry Permissions Weakness,T1547.001,
424,2025-06-30 18:53:28,WIN-HOST-023,7045,Microsoft-Windows-Security-Auditing,Information,svc_sql,75.101.123.204,C:\Windows\System32\sc.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg6 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\374fd22e.tmp,eade7df172f971bb76ecbb88d33858671a0b8493422097a512109a770132568c,Service installation detected.,Persistence,Create or Modify System Process,T1543,Service created - could be persistence.
425,2025-07-11 16:54:32,WIN-HOST-074,4624,Microsoft-Windows-Security-Auditing,Information,svc_sql,156.131.121.174,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg5 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\b9087780.tmp,1d03d775a6320691358a8eaaa1514189709a8eb3a81814f5242521c8b561f361,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
426,2025-07-31 16:30:44,WIN-HOST-019,4625,Microsoft-Windows-Security-Auditing,Warning,john.doe,60.237.77.31,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg2 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\0f3feb90.tmp,05b73a7a7689a90be0df9e0e2518f3a53262a10a935ea298d60af8e14d2af22b,An account failed to log on.,Defense Evasion,Timestomping,T1099,
427,2025-06-23 21:45:41,WIN-HOST-012,1,Microsoft-Windows-Sysmon,Information,IIS_APPPOOL\DefaultAppPool,114.86.86.227,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg2 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\3777d5f4.tmp,a96bd939777f9a65dc97e0228726dd6d59e26fde3dec931cf8f262c380e00209,Process Create.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
428,2025-07-12 13:29:23,WIN-HOST-009,7045,Service Control Manager,Information,john.doe,201.122.36.173,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg1 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\338e9bc2.tmp,ba28af29cdfc8e43a080e0ac967b2a7170608d78c35872ab58b9ea472a4a9bf6,A service was installed in the system.,Impact,System Shutdown/Reboot,T1529,
429,2025-08-11 09:24:30,WIN-HOST-057,4624,Microsoft-Windows-Security-Auditing,Information,svc_sql,226.113.255.249,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg4 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\f2f41d0a.tmp,8ccf6491325e94c03f6f33602f31c3dddd1de6c37b2a7b111334331ed0f2912c,An account was successfully logged on.,Lateral Movement,Remote Services,T1021,
430,2025-07-26 20:22:44,WIN-HOST-049,5156,Microsoft-Windows-Security-Auditing,Information,Administrator,57.191.202.56,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg1 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\9ca14194.tmp,caf710d70daea5dc6e73d2d43058b18066be78f247465f40cf09ed5fbe642bd8,Windows Filtering Platform has permitted a connection.,Discovery,System Network Connections Discovery,T1049,
431,2025-06-27 17:56:16,WIN-HOST-005,11,Microsoft-Windows-Sysmon,Error,svc_updater,81.151.110.117,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg1 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\387e0e58.tmp,38bfe5f79b4532e8982956bacbb75fcfed0b9225746dfe64eb42f03059cc0fb9,File created.,Persistence,Boot or Logon Autostart Execution,T1547,
432,2025-08-15 16:14:10,WIN-HOST-022,4625,Microsoft-Windows-Security-Auditing,Warning,svc_sql,187.99.95.245,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg1 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\607ae60e.tmp,5b74a237b46ec41aa2f01e5b43255ee2bb647db6708493a9d839e7cc9db94bc9,An account failed to log on.,Collection,Input Capture,T1056,
433,2025-07-22 04:30:56,WIN-HOST-079,5156,Microsoft-Windows-Security-Auditing,Information,alice,167.84.162.159,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg4 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\0993a3f0.tmp,03fa4b4616ef406ed547897416aea4be2e0676e6d636159396aec09ffeda828e,Windows Filtering Platform has permitted a connection.,Exfiltration,Exfiltration Over C2 Channel,T1041,
434,2025-09-12 15:54:47,WIN-HOST-013,5156,Microsoft-Windows-Security-Auditing,Information,john.doe,249.114.44.193,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg6 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\5867ba2e.tmp,84bb7a2a257b6de2b612dc5d33a035e665158d9804032043c6c83e11fd215d58,Network scanning activity detected.,Discovery,Network Service Scanning,T1046,Port/protocol scanning pattern observed.
435,2025-08-21 12:42:39,WIN-HOST-039,3,Microsoft-Windows-Sysmon,Information,svc_backup,12.180.232.145,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg5 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\27501a22.tmp,76e056be0bf50002fd2ac170d0bbb32159604d213f8ec997d7054388d4ba8a7d,Encrypted outbound connection established.,Command and Control,Encrypted Channel,T1573,Potential C2 channel over TLS.
436,2025-09-12 13:42:06,WIN-HOST-047,4688,Microsoft-Windows-Security-Auditing,Information,SYSTEM,22.110.207.227,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg6 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\9a4d0681.tmp,d4624ec184d18af5aefc6b00dc3bd187f974a6289f303ec96b740780e2bba3cf,Registry query or modification.,Discovery,Query Registry,T1012,Possible discovery of startup keys or persistence mechanisms.
437,2025-08-02 05:27:39,WIN-HOST-026,4627,Microsoft-Windows-Security-Auditing,Information,Administrator,52.250.222.225,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg3 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\d0b8843c.tmp,5b2142c21401b0d2391a44234263e36eee53ae26a33e369ceeec4839efe6269e,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
438,2025-08-02 21:12:27,WIN-HOST-015,4625,Microsoft-Windows-Security-Auditing,Warning,svc_updater,120.143.208.205,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg6 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\ecab5565.tmp,3fb473bb82cb1af7716996f9f55292caf033059110e88e4bd24993e92d872bb1,An account failed to log on.,Privilege Escalation,Valid Accounts,T1078,
439,2025-09-09 00:20:34,WIN-HOST-070,7045,Microsoft-Windows-Eventlog,Warning,svc_sql,97.166.100.68,C:\Windows\System32\sc.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg4 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\70a00394.tmp,32344996c3805609069975c3e0f4d27a6df2aebc9aacfacfb3c2e4acba7f4bc8,Service installation detected.,Persistence,Create or Modify System Process,T1543,Service created - could be persistence.
440,2025-08-23 07:10:59,WIN-HOST-057,1,Microsoft-Windows-Security-Auditing,Information,alice,15.199.153.19,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg6 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\3eadf6ac.tmp,57dd44a09a87ad54d39aee76f4cce56bcad72ac16ae3482627925f84b10c1bb3,Scheduled task created or executed.,Execution,Scheduled Task/Job,T1053.005,Persistence via scheduled task.
441,2025-09-09 12:59:40,WIN-HOST-045,4625,Microsoft-Windows-Security-Auditing,Warning,bob,150.248.79.247,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg1 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\45c5b6ce.tmp,43ac21ad177cb68105d3f67f021f982bc25286eba26add4b9851dd17d9811b39,An account failed to log on.,Collection,Input Capture,T1056,
442,2025-08-11 06:41:04,WIN-HOST-067,3,Microsoft-Windows-Sysmon,Warning,svc_sql,239.181.98.7,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg2 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\a3fd1b84.tmp,eddd7d77c8218c86e38d13f5fa0b0a25bab1d0c8140031544d78608e555c1403,Encrypted outbound connection established.,Command and Control,Encrypted Channel,T1573,Potential C2 channel over TLS.
443,2025-09-10 04:43:43,WIN-HOST-051,1102,Microsoft-Windows-Eventlog,Warning,SYSTEM,37.191.33.61,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg4 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\6b3bd462.tmp,2c7cb0681ea8f1d054a4a73ae54f97c10253217908ef7c78ba2df5a3320c7722,The audit log was cleared.,Persistence,Boot or Logon Autostart Execution,T1547,
444,2025-09-01 15:11:06,WIN-HOST-028,4688,Microsoft-Windows-Security-Auditing,Information,svc_backup,10.236.206.199,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg6 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\328164d9.tmp,ec7aab3cfcd7d48dad5ce81c9331445f588a66875ab3ecf73f230663bb2a855c,A new process has been created.,Initial Access,Exploit Public-Facing Application,T1190,
445,2025-08-29 06:12:04,WIN-HOST-019,5145,Microsoft-Windows-Security-Auditing,Information,krbtgt,206.174.19.37,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg4 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\d752c3c5.tmp,d31188f9861486f88626165de7d343b9adf66216f6d858a6c908b93d83cf7b2e,A network share object was checked to see whether client can be granted desired access.,Initial Access,Exploit Public-Facing Application,T1190,
446,2025-08-10 06:48:10,WIN-HOST-071,4663,Microsoft-Windows-Security-Auditing,Information,john.doe,133.10.72.212,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg1 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\f170b053.tmp,df1b2004044e4a8ed28681dd8608c1fa054f4559891111c859dea81cc527439b,An attempt was made to access an object.,Credential Access,Input Capture: Keylogging,T1056.001,
447,2025-07-11 20:37:43,WIN-HOST-080,11,Microsoft-Windows-Sysmon,Error,krbtgt,200.28.141.49,C:\Program Files\Git\bin\bash.exe,"C:\Program Files\Git\bin\bash.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\krbtgt\AppData\Local\Temp\93ab152f.tmp,3dd3de163d98beb188a33296fe01f53b36770aa9e61b6779732dc724cd5e7589,Command executed via scripting engine.,Execution,Command and Scripting Interpreter,T1059,Suspicious scripting activity; check base64 or obfuscation.
448,2025-09-03 11:22:36,WIN-HOST-073,3,Microsoft-Windows-Security-Auditing,Information,krbtgt,236.200.23.166,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg1 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\cb9ed83b.tmp,c3256880a47bcf11c81c7ea80bf9130360bfc268047f9f6c39c4ca2cbfbfc004,Encrypted outbound connection established.,Command and Control,Encrypted Channel,T1573,Potential C2 channel over TLS.
449,2025-07-27 20:35:26,WIN-HOST-045,7,Microsoft-Windows-Sysmon,Warning,svc_sql,155.228.241.159,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg2 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\347ff5a5.tmp,b43ec853bf6ea2c61208d81cae9d4ce9b002edcae47adbfc7f402e2d6ec5c4d2,Image loaded (DLL).,Initial Access,Phishing: Spearphishing Attachment,T1566.001,
450,2025-08-09 17:42:35,WIN-HOST-019,1102,Microsoft-Windows-Eventlog,Warning,krbtgt,9.237.166.245,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg3 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\caaf5a8b.tmp,b0266e5447d918c83c40cd5d36bef16ea8b9f70e7137a92d8b434960c835bd02,The audit log was cleared.,Privilege Escalation,Valid Accounts,T1078,
451,2025-08-25 19:06:26,WIN-HOST-007,3001,Microsoft-Windows-InternetExplorer,Information,alice,229.163.216.233,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg3 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\6892d623.tmp,f65411775bc71deb0fff7d6e29c79a0c8fd076e4e973db097153136210f7b96a,User clicked on compromised web resource.,Initial Access,Drive-by Compromise,T1189,Possible drive-by compromise.
452,2025-07-02 19:21:49,WIN-HOST-039,7,Microsoft-Windows-Sysmon,Warning,svc_updater,215.196.202.237,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg6 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\375ed59e.tmp,d512163509b633a578552b892570c1833d08e1e938c9b82311e74f7de0a9d6b0,Image loaded (DLL).,Discovery,File and Directory Discovery,T1083,
453,2025-09-08 07:50:38,WIN-HOST-030,1,Microsoft-Windows-Sysmon,Information,Guest,211.105.40.103,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg6 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\7b908972.tmp,e68d29842da628416b940478e1ba8a1ac555932fd3ee362fe458c29d2d647370,Process Create.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
454,2025-07-21 03:00:13,WIN-HOST-012,5145,Microsoft-Windows-Security-Auditing,Information,svc_backup,210.239.169.59,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg4 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\3cd0c294.tmp,2bc70afb97efa49232a2c640dcb83d52143286a2e02ff2f865b8f12981bb2009,A network share object was checked to see whether client can be granted desired access.,Impact,System Shutdown/Reboot,T1529,
455,2025-07-29 17:10:18,WIN-HOST-048,11,Microsoft-Windows-Sysmon,Error,SYSTEM,202.159.29.89,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg3 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\50ad6bcc.tmp,d7eaa84f8daf4510cb3cb229474a203547170fc17dbe40017d94c508e2c902d2,File created.,Initial Access,Exploit Public-Facing Application,T1190,
456,2025-07-30 15:47:19,WIN-HOST-052,4698,Microsoft-Windows-Sysmon,Information,Guest,7.105.37.131,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg2 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\419487b6.tmp,a726718d5eab28b1b5bffcc6b73a8435c333878becd6c454b1e7b39e4a8a8304,Scheduled task created or executed.,Persistence,Scheduled Task/Job,T1053,Persistence via scheduled task.
457,2025-09-14 15:38:45,WIN-HOST-059,7045,Service Control Manager,Information,SYSTEM,180.98.227.232,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg3 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\502cbaf2.tmp,dd9e42a6c7ec1a1d8d1e53f98a4c2dbac787619e5b05bb98e14ffc2ecafc0ea1,A service was installed in the system.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
458,2025-08-03 18:59:59,WIN-HOST-065,7,Microsoft-Windows-Sysmon,Warning,svc_sql,174.97.113.106,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg3 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\9a875c79.tmp,b3cc19d15d3df7e8266d4957dfed279e7865d2bcfdd1c633c3a36e6c87c33f52,Image loaded (DLL).,Persistence,Service Registry Permissions Weakness,T1547.001,
459,2025-07-22 04:29:07,WIN-HOST-058,7045,Microsoft-Windows-Security-Auditing,Information,Guest,89.137.221.108,C:\Windows\System32\sc.exe,"""C:\Windows\System32\mpssvc.dll"" -arg3 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\4dcfd6bc.tmp,147418704fdae83fc93a0f8a205de65900529154ead0f7943a59d5a7715c510d,Service installation detected.,Persistence,Create or Modify System Process,T1543,Service created - could be persistence.
460,2025-06-29 04:38:21,WIN-HOST-012,7045,Microsoft-Windows-Sysmon,Information,svc_updater,98.245.247.194,C:\Windows\System32\sc.exe,"""C:\Windows\System32\svchost.exe"" -arg5 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\628cd8d6.tmp,6019525cbe594156ccbc5c5c730e2e43281660d30c16c681df946cf6c0bcabf7,Service installation detected.,Persistence,Create or Modify System Process,T1543,Service created - could be persistence.
461,2025-08-28 01:18:31,WIN-HOST-029,11,Microsoft-Windows-Sysmon,Error,IIS_APPPOOL\DefaultAppPool,173.125.111.129,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg6 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\15c8c9c6.tmp,b1c4a6e03e4141782a687fb72cbbbbb3aed8995d4f8f4da3636f3155e8597b2c,File created.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
462,2025-07-30 00:40:30,WIN-HOST-003,5145,Microsoft-Windows-Security-Auditing,Information,IIS_APPPOOL\DefaultAppPool,205.5.121.226,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg3 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\4deec430.tmp,6254e20bd26f9eba1a0cf0652560f77e680ab77f42dafa70f0bf9a5529ef4717,A network share object was checked to see whether client can be granted desired access.,Persistence,Service Registry Permissions Weakness,T1547.001,
463,2025-07-01 16:43:18,WIN-HOST-040,4627,Microsoft-Windows-Security-Auditing,Information,IIS_APPPOOL\DefaultAppPool,89.69.1.134,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg2 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\efe43ced.tmp,75c43bcc974cf4c777592684b250ae5a52071c904931968bd93897c9b60291e9,Group membership information.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
464,2025-08-19 12:39:29,WIN-HOST-067,3001,Microsoft-Windows-InternetExplorer,Information,krbtgt,149.160.243.86,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg5 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\9ac9ffd3.tmp,5f7e7d98e9d8a84adfffb51653aa2bd7ca5ee7655d1825251e4e035c1c00e7d1,User clicked on compromised web resource.,Initial Access,Drive-by Compromise,T1189,Possible drive-by compromise.
465,2025-06-27 23:42:47,WIN-HOST-048,1,Microsoft-Windows-Sysmon,Information,bob,27.172.189.13,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg3 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\f48e93c8.tmp,4235d95834a5eeb8f3fbe5d0d0d6c3e0031a6d202f89d53911c03d718a0f6b51,Process Create.,Initial Access,Exploit Public-Facing Application,T1190,
466,2025-07-17 16:00:47,WIN-HOST-042,1,Microsoft-Windows-Eventlog,Warning,svc_updater,166.198.129.176,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg2 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\86c8622b.tmp,0750e852febbac86ff42ec79a3cca9ea2aca3b119753f4393f4f54e666ae9ab4,Scheduled task created or executed.,Persistence,Scheduled Task/Job,T1053,Persistence via scheduled task.
467,2025-08-25 12:45:46,WIN-HOST-008,11,Microsoft-Windows-Sysmon,Error,krbtgt,169.24.131.252,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg2 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\cbb769a2.tmp,0479b66759feab2f16aad02bedbefb8af0cd4cb4b76d61ef7629e1366ed33357,File encryption/ransomware activity observed (file renames & extensions).,Impact,Ransomware,T1486,Mass file modifications and suspicious file extensions.
468,2025-07-16 05:30:47,WIN-HOST-064,7,Microsoft-Windows-Security-Auditing,Information,svc_updater,232.43.91.54,C:\Windows\System32\rundll32.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg4 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\425109b0.tmp,95b47a2ded2773f27f6e2d0f5af7e867830ef367f85591aaed151a8989ee6dc3,Attempt to read LSASS memory process or dump credentials detected.,Credential Access,Credential Dumping,T1003,Possible Mimikatz-like activity: access to lsass.exe memory.
469,2025-07-23 06:09:48,WIN-HOST-074,4624,Microsoft-Windows-Security-Auditing,Information,svc_backup,200.239.3.119,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg6 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\bcde9b11.tmp,ff856ad421f9ca259c1696170bfff7ab6fd4da96e37a0e42f769d6938fa51a99,An account was successfully logged on.,Credential Access,Input Capture: Keylogging,T1056.001,
470,2025-07-30 14:34:40,WIN-HOST-039,5156,Microsoft-Windows-Security-Auditing,Information,Guest,46.94.235.106,C:\Program Files\Git\bin\bash.exe,"C:\Program Files\Git\bin\bash.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\Guest\AppData\Local\Temp\8fcaca82.tmp,4c7f853ebd6fc47630b53f9fc1e83801fa5f78ec3562f0479af312a1921d6493,Command executed via scripting engine.,Execution,Command and Scripting Interpreter,T1059,Suspicious scripting activity; check base64 or obfuscation.
